Store,Dept,IsHoliday,Size,Type,Date,Weekly_Sales
40,63,False,126916,B,2012-05-02,9960.855021697776
3,9,False,114542,C,2015-10-10,9943.600727343604
2,60,True,142009,B,2020-02-25,24804.0385529843
22,91,False,48374,C,2010-03-23,25045.852181997798
42,12,False,134140,C,2012-11-28,17219.95767135925
22,52,True,38808,C,2021-11-10,24762.871029602804
10,41,False,109378,A,2012-02-17,20768.686780680106
28,4,True,139545,A,2016-05-01,39018.463430710864
11,28,False,69596,A,2018-04-09,14459.37641340994
24,7,True,70550,C,2015-03-10,31497.190097913313
6,43,True,166169,C,2017-12-27,18941.25329836544
37,10,False,130745,B,2013-11-29,8074.275997691072
37,38,False,197505,C,2022-05-18,10061.72941224169
15,50,False,196283,A,2013-01-30,20808.546701217863
6,50,True,31977,B,2015-07-24,12379.756101688608
28,14,True,170154,B,2018-03-11,20639.037415249164
5,54,True,169979,C,2010-12-01,39146.50170866137
15,19,False,85704,B,2015-08-15,26555.00353435293
30,47,False,166299,A,2010-05-26,7318.643573575955
16,34,True,15158,B,2022-10-30,9141.381697370205
31,97,False,156855,C,2018-08-27,10347.069917745097
20,41,True,123888,C,2013-05-22,11172.665362098358
1,68,False,98081,A,2010-11-30,33241.97347939469
32,72,False,21667,B,2021-11-06,29159.881958989805
17,90,False,55748,A,2018-10-28,20884.613322827783
8,20,False,15899,C,2015-01-17,15866.589232872897
20,79,True,148340,C,2015-08-15,26616.749008426
38,79,True,83781,B,2014-02-15,19115.23374296733
9,53,True,29155,A,2015-04-05,29635.095339446732
9,30,True,86908,B,2023-06-20,34445.847378540486
12,23,False,180238,A,2018-04-28,27895.875068143578
33,52,True,157283,B,2011-12-12,52473.14420808317
38,65,True,70285,B,2022-12-13,23679.780294015734
17,13,False,16321,A,2022-05-13,24809.016619791473
26,90,True,46575,C,2010-05-30,13302.135500540724
22,90,False,109203,B,2010-09-03,14797.535796119068
8,69,True,87666,A,2014-09-21,15645.268777715664
44,72,True,170067,B,2016-04-27,33105.645333065426
4,40,False,64447,C,2019-05-19,16133.672942107562
25,86,True,182842,B,2010-01-05,22665.697061126873
31,25,False,79892,A,2012-07-23,10548.765869087425
41,8,True,14141,C,2023-06-05,1660.3104020872852
25,2,True,96487,B,2019-03-29,17203.244431979667
2,56,False,94562,B,2011-01-27,5734.872453973408
13,17,False,71344,B,2023-02-14,14913.317912836614
31,20,True,116807,C,2012-02-03,28706.783596781235
29,14,False,121545,C,2011-01-03,22239.553699077227
21,17,False,90375,B,2015-09-24,7323.082071026644
8,86,True,179597,B,2011-01-02,34820.46151223717
27,1,True,114698,B,2015-03-06,15781.862977618692
29,77,True,180704,A,2020-06-16,24084.022200399977
26,78,False,171438,B,2016-01-25,39270.644351569514
1,33,True,161624,A,2021-12-02,34774.88856867139
14,48,False,182743,B,2010-10-11,12272.05476848319
22,67,False,25523,A,2023-04-04,28333.41609516371
9,11,False,194969,B,2021-09-21,28337.12119143069
2,10,True,39540,C,2023-07-23,10967.90749162361
38,41,True,146654,B,2018-10-19,25330.144699604287
37,82,False,124094,A,2020-08-16,28556.927279541935
29,80,False,15305,B,2021-08-05,12382.71808939633
30,41,True,112549,A,2022-01-17,18534.58471091933
28,5,False,73257,C,2019-10-22,20385.08667563406
36,54,True,21220,A,2014-05-02,37847.26795433672
31,41,True,46352,A,2021-10-21,29680.40279095775
30,51,False,52157,B,2019-11-29,27222.082652839763
42,99,False,73082,B,2022-04-20,23687.362490382144
41,8,False,185703,C,2023-07-31,17699.111499254308
33,47,False,85891,B,2017-01-03,13446.541739072418
21,68,False,157769,B,2013-04-18,20950.617539043466
23,79,True,94958,A,2013-12-23,56641.66266152763
27,97,False,100889,C,2017-11-14,23686.25168979303
18,91,False,179997,C,2015-05-29,19261.475569010632
14,89,False,197318,C,2020-10-10,24196.735876003026
20,39,True,118797,C,2017-09-21,20837.494991857984
25,30,False,145277,C,2010-12-01,36414.073550438334
22,92,False,74267,B,2018-04-07,33082.95922158495
8,9,True,12727,B,2023-03-06,20326.384040109788
32,46,False,149040,C,2011-05-04,17518.513501491598
43,70,False,105538,C,2012-01-04,24077.61198067673
1,23,False,172537,B,2016-06-17,21747.91524849041
40,87,True,124929,B,2023-09-23,17445.30253521478
2,57,True,97224,A,2013-09-04,47180.05099073265
4,2,True,103180,C,2010-07-03,26554.583585753604
41,94,True,158201,C,2015-11-20,25129.69416561875
35,93,False,144784,A,2017-12-20,34473.348054140144
8,29,False,59416,A,2013-06-07,22327.608948368674
34,13,True,79111,A,2017-03-08,20683.23542846668
21,39,False,53160,B,2019-08-28,18819.818540236567
39,11,True,78765,B,2021-07-25,15783.329133380883
22,6,False,88030,B,2016-06-21,9723.928224864443
7,19,True,184397,A,2020-02-06,42184.252114119015
43,49,False,79535,A,2016-10-15,26739.962192367584
11,31,False,122373,C,2023-02-03,13322.459229697599
40,93,True,11426,A,2013-12-15,62453.820944341336
1,3,False,41598,C,2019-09-13,24285.110449997672
41,14,True,186760,B,2021-11-07,18022.83496010694
28,53,False,112340,C,2020-07-16,31271.192289590694
25,32,True,45663,B,2011-07-13,40822.97871834234
15,25,False,13380,A,2012-12-04,40157.1879131811
18,35,False,182446,C,2021-10-15,9053.382569794689
10,17,False,156841,C,2021-02-19,14328.30114208059
43,92,True,19283,C,2018-05-04,13231.201620345812
11,53,False,176954,C,2016-07-13,13752.741235547515
20,75,False,29582,B,2013-12-07,23370.115356434682
17,28,True,197212,B,2021-08-30,13681.387437056004
19,66,False,73032,C,2023-06-11,19874.576735823863
11,1,True,43429,A,2022-11-05,28258.92607188662
9,12,True,178530,A,2014-04-25,33024.53273093289
1,45,False,51819,C,2012-12-27,27467.047638794407
24,68,False,113591,B,2022-07-07,12621.332353483664
19,45,False,51598,A,2011-05-12,27163.909730718133
30,10,True,11162,A,2010-03-07,19271.87802652635
36,94,False,153331,B,2013-07-03,7043.960976075767
16,8,True,149923,C,2022-12-01,45277.23659595132
15,68,False,187871,C,2013-06-15,30693.45386378568
40,42,False,35841,A,2022-09-24,23158.056721232362
3,27,False,51419,A,2017-07-11,29372.279127462883
22,60,False,65581,B,2021-02-05,26586.969596082065
7,83,False,119770,B,2012-07-04,24818.346712206312
45,15,True,162015,A,2013-12-05,54353.499171417556
27,83,False,125792,B,2019-10-10,26501.290462978923
8,8,False,52009,A,2011-03-17,27024.985793359876
13,89,False,145699,B,2017-08-01,14120.193887544086
11,96,True,87496,A,2014-01-27,40723.1606330306
15,6,False,28938,C,2014-01-13,6471.8054654348725
40,81,False,145480,A,2011-08-08,31925.1956544282
37,8,True,35636,C,2013-02-25,14576.883947239276
20,71,False,55802,C,2016-09-10,18637.963062747425
29,48,False,59712,A,2011-12-25,42764.26381363088
45,43,True,166740,C,2011-04-21,18489.37290320565
9,73,True,54755,A,2018-09-24,25327.301054885585
23,87,False,132321,B,2017-01-14,28561.119735998276
21,77,True,195195,B,2021-01-27,28903.896323964284
14,92,True,51728,A,2022-10-16,30034.9611494945
7,17,True,192134,A,2019-03-24,40125.2603673955
27,64,False,99118,C,2020-04-05,26141.602895337146
34,76,False,152756,C,2021-06-02,30596.065952523968
22,26,True,55413,A,2018-01-20,21638.50495066586
35,75,True,199042,B,2018-12-13,13731.542391251534
5,3,False,199187,C,2020-08-20,26631.774798141138
10,67,True,10139,A,2013-04-26,32289.84226346128
27,67,False,32775,B,2018-06-15,16091.557041788466
45,23,True,97718,C,2016-10-29,15160.047529252186
2,58,False,14377,B,2016-03-03,6019.4375758691895
40,88,False,81814,A,2015-04-12,18139.34404728561
26,36,False,44603,C,2013-03-19,7330.102634138813
26,79,True,29198,B,2014-06-01,23802.64054344172
30,58,True,51200,C,2017-06-09,15086.532962040139
8,62,True,34385,A,2020-12-01,20448.0859911206
25,75,True,152894,B,2015-12-07,57158.970507538026
18,92,False,67436,A,2020-01-09,14370.908819729617
6,61,False,19399,A,2019-01-16,25878.486010230477
2,60,True,143188,B,2018-06-15,29549.502286798965
34,10,True,158095,A,2020-01-05,13239.195634068956
17,44,True,172660,A,2017-08-18,42225.60085004024
37,87,True,106644,A,2017-11-28,30739.864556574867
37,94,False,97982,A,2015-01-03,26375.291355814607
12,7,False,188616,A,2022-07-13,11837.43399688675
36,38,True,38781,B,2016-06-09,12458.637953535132
16,56,False,129265,C,2014-04-20,11803.073252017746
24,73,False,81521,B,2014-04-05,22256.71052315384
11,3,False,182028,C,2010-12-29,17709.704013325394
11,15,False,196002,A,2021-02-05,31806.172624424587
37,65,False,158693,B,2015-05-20,27727.41380365527
11,92,True,186121,B,2013-06-02,14091.297611169468
38,24,False,13507,A,2018-03-10,25508.61055651609
38,75,False,13995,C,2017-02-19,13681.103684564005
26,15,False,22418,A,2016-11-18,10917.368247013274
21,73,True,50547,C,2020-04-08,18029.624171036026
4,14,True,64312,A,2011-07-01,44999.40859010565
13,34,True,169084,B,2013-12-29,21435.987566784483
21,92,False,90562,B,2014-04-22,25311.340884498382
4,51,True,132696,B,2017-03-18,35007.010864811884
27,18,True,140762,A,2016-03-13,46878.499272387045
10,4,False,139139,A,2016-08-13,12536.994402898175
6,3,False,89079,C,2022-04-09,24961.661642995285
31,39,False,158735,A,2011-09-11,9938.28321233784
16,38,False,16265,A,2012-03-15,12885.732755750507
45,5,False,18698,C,2014-09-12,16418.901863459025
11,97,False,187209,B,2010-10-22,15541.3969603939
35,6,True,184478,C,2021-10-16,39273.17629208704
44,50,False,84193,A,2016-01-21,6462.019518378332
27,30,True,165797,A,2023-12-06,69829.09143974695
18,79,True,112171,C,2017-04-05,28844.226397074246
33,80,False,176742,C,2011-12-02,18971.075042461707
11,91,True,92363,A,2020-07-07,35202.01544744447
10,11,False,146798,C,2018-05-06,13962.610005548851
26,35,True,129039,A,2014-06-14,10620.24607899724
21,98,True,190313,C,2021-01-26,27127.316916752035
2,6,True,148807,B,2017-05-26,8815.236169092657
10,76,True,186205,A,2023-11-23,30908.17410455268
43,85,False,155716,A,2014-07-04,44162.061070552794
1,29,False,123320,B,2021-11-19,12412.311896036097
17,50,False,116172,A,2011-12-27,20780.646036988368
23,58,False,161408,A,2016-03-09,37395.56278118044
6,6,False,34251,C,2010-07-08,18195.823777548754
42,37,False,63175,C,2017-01-12,5040.060365769496
2,61,False,139140,B,2019-12-29,43843.47229593199
9,13,False,44227,A,2013-09-11,10616.004880276749
4,75,True,107623,C,2017-09-19,26102.843045998394
12,95,True,51204,B,2012-06-24,17022.82730835591
5,41,True,133803,C,2022-02-16,11696.377952491055
42,40,True,143200,C,2014-11-09,23910.078390874914
29,2,True,17445,C,2010-07-01,14073.83353591074
3,45,True,158746,A,2011-08-26,26644.620788268425
31,70,False,43116,C,2015-11-26,26910.987591989644
20,69,True,103627,C,2023-06-24,36455.35730384494
2,68,True,118793,C,2012-05-12,16185.294484337841
6,11,True,55237,C,2015-05-04,25247.530527839623
41,47,True,95610,B,2023-01-26,16678.720851762075
10,61,True,119345,A,2023-09-16,38772.91954700538
5,79,True,156943,C,2014-08-15,20025.313009951864
17,11,True,95806,A,2023-09-23,34825.427604400924
27,75,True,141955,A,2015-03-07,16842.424484531133
11,26,True,171369,B,2010-03-29,13700.951507113921
1,75,False,35449,C,2013-07-01,8519.390758457079
19,60,True,174894,C,2022-04-13,19396.96152888975
15,15,False,13995,A,2021-05-10,15305.262428860335
12,82,True,96921,A,2017-07-20,34633.86064131754
17,61,True,102031,B,2018-04-02,34883.49463399868
44,84,False,141675,C,2021-05-10,9618.543197494922
17,55,False,71802,B,2011-09-13,22589.53997772428
30,17,True,95150,A,2014-03-30,13070.085654767696
7,57,True,117825,A,2019-12-18,53777.480955995845
38,38,False,191494,A,2021-09-20,34690.271753688874
16,8,True,68299,B,2017-05-11,39678.45863502267
4,31,True,80845,A,2017-10-03,30305.415066193633
34,14,True,30967,B,2016-02-16,26532.945898622816
42,33,True,16753,C,2013-06-16,34529.170405706805
29,48,True,21954,C,2018-10-09,19817.654967765277
24,12,False,65402,C,2012-03-30,13971.26474554903
29,42,True,89407,B,2020-07-28,23781.622622590963
31,98,False,41224,A,2019-06-26,31205.771279705084
12,3,True,155418,A,2018-07-02,30924.465006857543
23,71,True,124564,B,2019-12-27,30759.646598661006
43,80,False,55799,A,2017-04-08,19423.081919160064
32,32,True,131356,C,2018-11-08,13158.876801496568
27,7,False,122821,C,2022-09-03,23368.896467165134
43,20,False,72530,B,2011-02-05,12014.243778937034
38,8,False,70730,A,2019-07-29,31722.290679621958
18,27,True,19169,C,2021-06-20,14871.117111252966
41,15,False,94426,C,2013-12-11,20233.8052819087
3,23,True,176261,C,2012-08-13,20098.239286952594
5,29,False,145857,B,2013-03-31,14613.485682992497
43,71,True,185165,A,2013-11-10,20191.719408492958
2,49,False,106139,A,2022-07-26,13457.414061403542
7,81,True,50137,C,2011-02-15,30291.45459811833
21,82,False,140297,C,2012-03-28,19149.081373131477
40,49,False,35503,B,2018-04-30,18099.75520782621
21,1,True,27661,A,2011-10-10,28025.586110608427
44,70,True,34364,B,2021-02-17,15128.03709728143
45,1,False,169201,B,2011-12-27,38572.77592573561
36,76,True,44127,A,2012-09-18,37590.38496585946
25,10,True,44663,A,2015-07-25,25601.164381529903
3,19,False,41931,A,2017-06-14,17799.99254225451
38,60,False,183925,B,2019-05-01,27119.600896534914
12,1,False,131357,A,2023-11-25,12653.7103657171
32,56,False,91225,C,2015-02-11,10511.923820302913
10,69,False,28170,B,2018-06-17,31674.895751860993
3,38,False,140965,B,2012-07-18,23531.55780703652
6,12,False,17024,B,2022-10-28,16520.572642863215
10,4,True,16970,C,2014-08-01,18360.07358550232
10,4,True,109430,C,2014-08-27,15901.015496822678
8,62,False,163054,A,2016-03-01,30719.163033852634
8,44,False,70416,B,2015-07-12,16193.865909902768
11,65,False,150796,B,2019-01-16,20922.8923639638
3,85,False,29789,B,2022-12-29,9379.671914121878
7,44,True,32714,A,2010-09-28,30311.343499072675
37,67,True,14533,B,2015-05-14,28438.690183286504
35,25,True,173194,C,2016-06-19,18492.857588759784
16,30,False,132983,C,2017-01-29,23794.793013998875
9,27,True,181744,C,2016-08-29,15678.089067555466
9,56,True,117463,B,2012-01-07,27424.71789092907
29,9,False,151651,C,2013-10-21,18457.035598649112
38,43,False,74528,B,2023-11-19,20189.88751089246
9,39,False,74301,B,2022-05-03,7739.691091926026
2,58,True,165843,C,2010-06-18,34568.88077445901
15,87,True,35196,C,2013-08-12,21971.776084112786
2,78,False,86064,B,2018-12-24,33327.833921114616
22,96,False,161968,A,2022-07-23,32274.320516006286
12,38,True,19012,C,2020-08-13,4529.387356922584
16,86,False,99804,A,2022-02-10,28104.399478664094
35,86,False,74527,A,2012-01-29,23595.281632389248
35,99,True,96594,C,2013-10-28,20374.092834446892
13,71,False,157410,A,2019-12-18,32832.85930893035
15,32,True,160105,A,2020-02-11,46034.16291048567
20,38,False,44055,A,2015-11-09,28997.11397343904
15,10,True,184960,C,2012-08-08,22663.64514468214
13,23,False,21237,A,2012-02-27,20043.912880472093
42,29,False,195612,B,2019-08-13,22186.386419885268
14,32,True,56743,B,2017-10-25,35157.25083798753
34,16,False,76851,B,2021-01-05,15190.044808543558
24,82,False,27140,A,2013-07-05,36837.186499014075
28,56,False,16414,B,2016-12-12,36310.5722538623
45,51,True,169376,A,2021-10-24,16672.432402319617
34,11,True,80776,C,2010-01-08,14512.66351097556
24,15,False,39748,B,2014-01-08,25726.605931167425
44,23,True,66307,B,2021-04-26,15923.249466741116
35,13,True,152950,B,2011-04-01,18886.78177451371
41,95,False,47770,B,2015-04-11,4843.057246186642
21,17,False,19439,A,2013-10-10,12172.571219240761
43,96,True,93928,B,2019-02-22,26152.645847075917
28,88,True,117340,B,2019-01-14,34064.39998737755
29,75,True,191919,A,2014-07-08,10312.01509062451
22,48,True,50383,A,2014-03-24,13681.716291387478
33,37,False,19879,A,2010-11-19,23885.296057917447
40,3,False,95609,C,2017-07-15,28089.21458972657
36,63,True,116727,C,2019-06-18,20801.67330787093
11,15,False,133184,C,2018-05-03,20569.258511411197
20,3,True,171771,B,2010-04-22,16411.35070058873
37,67,False,139832,C,2020-07-02,14317.240454603816
38,51,False,146203,A,2020-06-14,38180.56462601823
2,85,False,136159,A,2014-05-02,15485.071603582453
36,33,False,189409,C,2022-09-14,13764.180231011396
12,99,False,64863,B,2023-01-27,20521.228865664023
13,51,True,59087,C,2011-05-08,31113.70739572366
11,42,True,168150,C,2023-06-14,20843.18126699695
21,77,False,150134,A,2017-03-22,17724.834592444146
32,3,False,188734,C,2019-03-24,24189.03105009067
34,19,False,37770,A,2016-05-30,30470.57270928643
25,58,True,11677,A,2010-11-26,55166.03442106147
31,64,True,144776,A,2022-04-04,18545.048338301865
34,94,True,58042,B,2014-05-24,11999.746507273401
18,97,False,43576,A,2023-10-01,12356.230584916511
23,19,False,85166,A,2011-03-29,42283.817582652075
45,85,False,164219,B,2012-03-19,23302.96601949773
37,10,True,14470,C,2014-12-21,22912.19258412936
9,38,True,111826,C,2017-10-30,28888.731659691137
33,59,False,99628,B,2019-12-08,15480.20375777314
10,88,True,88055,C,2011-06-10,19937.689961766187
28,51,False,178758,B,2020-08-07,14784.645424120115
17,66,True,38097,B,2010-10-07,9318.259485557055
30,65,True,163189,C,2011-09-05,31317.036384356128
12,60,True,16970,C,2020-05-21,6086.643737317966
15,34,True,18478,C,2016-08-16,23278.003846733835
19,16,False,71440,B,2021-01-16,34204.31415576952
30,91,False,143209,C,2013-01-29,29871.40726265635
15,66,True,12701,A,2015-07-29,34892.69651710777
18,48,False,72505,A,2015-10-06,10327.575058814058
21,24,False,61864,C,2018-05-07,17239.702643446075
13,97,True,17806,B,2014-08-15,14858.306410075613
23,50,True,123496,A,2018-12-10,57915.78902851699
28,8,True,21485,B,2019-05-08,28857.237599500375
38,2,False,166113,C,2015-05-14,30531.5671729198
25,87,True,43295,B,2020-06-27,10288.96290136271
13,40,False,56219,C,2020-05-05,19266.04100322689
34,18,True,77871,C,2015-05-03,16439.70354841245
10,1,False,69837,B,2015-07-10,5630.9509572373145
15,22,False,51793,C,2016-08-19,13212.4399456446
13,99,True,59023,B,2011-09-25,15347.323334744584
7,25,False,153538,C,2015-11-26,32247.55060317345
24,71,True,143931,A,2019-01-15,22741.46533719133
18,1,False,69114,A,2015-11-20,7981.283317879681
20,32,False,152379,B,2015-11-29,14988.444726882019
7,80,True,84714,C,2017-07-27,18593.41216917709
10,58,True,50846,A,2023-06-16,12430.904836181577
5,57,True,132029,B,2013-10-03,33912.6896161221
14,15,True,30621,A,2011-10-17,37630.18189191232
40,50,True,119226,C,2018-03-13,26295.991894521845
7,7,True,31205,C,2011-05-15,13786.73012906771
28,13,False,172836,C,2010-08-09,26505.74731165725
21,35,False,67048,C,2013-08-22,17129.408647805314
36,87,False,177328,A,2016-09-23,19129.25335695771
21,88,True,16267,A,2013-07-04,27315.868277868423
22,50,False,62036,A,2012-04-25,28105.06345640014
25,79,True,42405,C,2010-01-25,15238.352621628288
24,54,True,69532,A,2011-02-25,15654.494980007554
30,96,True,120090,B,2021-11-30,28708.52563888228
6,2,False,10752,C,2010-07-13,27755.033651037884
17,5,True,80229,C,2015-05-07,30275.89246929223
21,94,True,84326,A,2016-03-01,10696.441265392818
13,59,True,184674,C,2021-04-02,30797.18686527518
43,98,True,125890,B,2020-04-25,39752.49149115331
14,2,True,37246,C,2011-09-21,33338.615214835016
3,54,False,31955,B,2010-01-25,8669.089452414075
19,55,False,49618,B,2019-06-08,26346.363164610997
2,21,True,157420,B,2017-06-25,29819.027226799255
23,36,False,80944,A,2012-03-22,17709.782938924352
31,24,True,57909,A,2016-03-30,43052.909030800874
31,14,False,122725,C,2015-01-19,19782.515810297213
45,18,False,185538,A,2014-08-06,33109.87236813054
40,74,False,110985,B,2014-09-08,3468.882814867963
43,8,False,135257,A,2022-08-23,9624.134029005278
19,5,False,130216,C,2017-07-25,10871.107132768611
24,34,False,47517,A,2018-09-19,32088.165980076184
20,49,True,54702,B,2014-05-05,24811.863730391924
42,57,False,171818,B,2022-10-31,9700.667486143351
3,34,True,33385,C,2015-12-17,33850.3239337118
21,47,True,73294,C,2014-08-30,35043.800953625265
6,31,False,20851,A,2019-04-23,19410.940488463646
10,76,False,60854,B,2016-03-14,16127.63974646491
45,61,True,191147,B,2023-04-19,13079.471994878477
22,35,False,31914,B,2014-08-07,8942.1581974639
31,23,True,162227,B,2018-09-26,25901.404840227613
19,46,False,196907,C,2012-02-01,13795.524957822341
23,41,True,120161,C,2015-06-25,24880.574555168198
27,40,False,88122,A,2013-04-26,36297.367871055765
33,85,True,106098,C,2012-01-18,14992.259953060153
32,35,False,20588,B,2018-01-25,25627.506279449364
8,18,True,155164,C,2013-07-16,36782.19240712906
14,25,True,175009,B,2015-10-29,37882.541069232466
1,63,True,63781,A,2023-02-15,32701.162279815668
24,87,False,17192,A,2021-07-23,21995.1037177938
6,49,False,119042,C,2022-08-08,12588.04060279962
32,61,True,124421,A,2014-10-22,42060.72274291157
35,70,True,124860,C,2021-02-03,19043.385005282267
34,25,True,38040,C,2015-08-12,23203.424588496076
17,56,True,154776,B,2023-04-04,22203.3434235106
19,24,True,88943,C,2010-08-07,17456.80910169591
26,58,True,106386,B,2011-04-23,27243.94984369672
14,34,True,30803,C,2021-11-22,24700.105551411914
4,77,True,135765,A,2018-09-27,34852.011658446914
7,14,True,14401,A,2010-03-13,39287.67398595004
41,90,True,82211,A,2019-06-23,25437.33600072274
4,21,False,35995,C,2016-08-18,12916.818811500045
22,27,False,59842,C,2015-07-06,29612.52973637124
44,90,True,115700,A,2019-03-17,28780.260384839377
32,79,False,110945,C,2019-10-18,16381.740711874041
12,60,True,146727,A,2021-11-30,13251.708253577328
13,88,False,34803,C,2018-01-20,19178.180033912566
17,20,False,23710,C,2019-05-27,14054.913678020857
23,65,False,57804,A,2017-09-05,23578.973823940018
18,3,True,169846,B,2020-10-05,14927.733686358886
19,1,False,128041,C,2015-02-02,13754.532096612415
14,74,False,174809,A,2016-12-20,44777.058223452805
38,9,True,158631,A,2017-03-27,33168.24866479883
33,63,False,69116,A,2021-08-29,8499.242907690814
24,21,True,158346,C,2010-09-24,32160.262829982577
18,53,True,132207,A,2012-07-17,9184.10834439582
35,54,True,119174,C,2012-07-03,11581.735096371305
30,95,False,154049,C,2021-04-03,30751.25665185484
15,18,True,129756,C,2018-12-21,21094.427420971733
33,70,True,86263,B,2023-02-17,26203.680056826965
25,88,True,169253,A,2022-07-02,37040.775438687604
7,39,True,123399,A,2017-07-04,31565.828178633605
6,45,False,142015,B,2023-12-23,31820.8074054113
32,46,False,58595,C,2015-01-22,20485.61681281503
37,62,True,160257,B,2017-03-30,16576.78857451678
45,12,True,14582,B,2017-05-12,31477.04131886507
24,22,True,48639,B,2019-03-26,8139.822170380194
11,52,True,70352,A,2021-10-28,9829.636425166671
21,70,False,163531,C,2012-11-20,29337.180311156346
21,53,True,70006,C,2021-08-29,19504.005383416716
3,36,False,12780,A,2023-05-04,19284.341906413523
41,53,False,72569,B,2011-12-29,24513.338176348203
7,57,False,156330,B,2011-12-12,45932.761091767316
38,54,True,92409,C,2023-12-25,51325.5954197807
8,82,False,13878,A,2020-03-14,14162.590024577976
17,59,False,116016,B,2017-12-12,39904.29127129331
9,61,False,112320,A,2015-05-09,19950.684919837797
2,87,True,62610,B,2017-05-31,20488.33079880962
31,22,False,132572,B,2014-07-12,31178.90490117817
28,68,False,182662,B,2017-08-14,31911.59312797362
33,68,True,161004,C,2021-07-04,25851.02252148358
20,54,True,142583,B,2022-03-14,17997.824028697105
10,42,False,78682,B,2018-02-07,18941.384259798844
33,24,True,41142,C,2018-01-29,4736.193738531975
1,70,True,193394,A,2019-02-07,17458.240499502397
19,82,True,91235,C,2016-12-23,21159.747347933207
22,22,False,69401,A,2020-09-27,8734.715076458773
3,18,True,123034,A,2023-03-11,37498.65034855927
34,25,True,152340,B,2020-06-28,39609.8861966542
5,7,False,153260,B,2012-08-03,14051.683027424468
22,76,False,41963,A,2017-08-02,31812.61844379351
4,90,True,65145,A,2013-01-28,30015.133117154313
9,94,False,70567,B,2020-05-10,18477.239915576964
35,42,True,30064,A,2023-04-16,20975.73034740297
33,92,False,51414,B,2013-04-26,27168.731798777935
14,74,True,166393,A,2021-03-09,23674.870049098645
5,49,False,20902,B,2011-08-22,20923.293565707903
22,53,True,14266,B,2010-04-30,21845.904897261844
28,85,True,183504,B,2013-09-29,42478.883368309194
7,89,True,174276,C,2019-01-02,18513.271294191236
38,62,True,32508,B,2022-01-24,37231.64710726858
6,32,True,45943,A,2010-01-09,19748.792485871538
43,85,False,120808,B,2011-01-19,11926.969540977665
19,69,False,37675,C,2023-07-09,21122.405337055752
10,59,False,69227,C,2012-09-12,27403.587347072036
12,91,False,84876,C,2015-10-02,18561.335178065045
14,84,True,11954,C,2011-03-07,19231.327009021552
3,98,False,77897,B,2020-03-29,15642.041921577917
29,1,False,38079,C,2014-06-26,13146.273790070267
43,53,False,82289,B,2010-03-04,28945.322919692957
32,40,False,72808,B,2019-01-08,5943.764888546279
38,14,True,176954,C,2020-06-04,17659.399137037864
12,96,False,58473,A,2011-10-18,35944.54836370792
2,2,False,108813,C,2021-11-01,27946.862107865436
20,54,True,75275,B,2015-08-07,28562.320314672506
43,43,False,140799,C,2023-12-28,33858.11947984029
40,64,True,186494,C,2017-04-30,35187.379798043425
5,46,False,40154,C,2011-08-17,13007.881587631513
30,78,True,169923,B,2012-05-10,34570.42161323402
23,74,False,33484,A,2017-10-20,38174.38004670292
2,24,True,174768,A,2022-04-17,46692.47632219672
27,54,True,80513,A,2022-02-25,44345.35693332539
27,54,True,113665,A,2020-11-05,25229.774952499116
32,33,True,166903,C,2012-07-16,33840.87591563449
23,6,False,189327,C,2017-06-15,22892.687346940253
15,2,True,88827,C,2022-03-01,37296.140674778966
8,58,False,67676,C,2016-12-19,19280.788591764613
27,68,True,183685,B,2010-02-04,13655.86520669182
16,3,True,16257,A,2015-09-19,15675.30405329059
43,9,False,165923,A,2021-04-04,34331.9505153545
32,43,False,116431,A,2016-01-30,17543.408880772928
1,45,True,148051,A,2018-11-10,42590.91274076445
38,99,False,30258,A,2019-11-11,36326.09281632074
39,59,True,193584,B,2017-10-31,21912.60889684279
41,23,False,66228,B,2020-12-04,32446.23131141525
18,42,False,83847,B,2020-04-08,13800.257610587323
40,80,True,149705,C,2021-05-20,30414.458246892173
20,14,False,105331,A,2014-06-09,25912.065359542416
43,25,True,12767,A,2011-03-30,23535.89410582686
43,65,True,159645,B,2015-06-23,22344.814307547524
26,51,True,28008,C,2014-03-25,23138.122713566197
43,99,False,11720,B,2017-08-11,10119.741325799187
20,70,True,71881,B,2022-07-07,18764.933454773854
32,8,True,188298,A,2022-08-27,22057.69390653218
29,43,False,39876,A,2015-04-06,24285.752823099345
14,49,False,104396,B,2022-03-07,5013.581980875657
18,35,True,132637,A,2021-11-28,23022.650301569025
33,22,True,55705,A,2010-10-07,12555.071656728984
15,49,False,156126,A,2019-04-09,34996.16094654587
21,11,False,164391,A,2017-10-04,22059.31469841895
7,7,True,137801,B,2023-02-07,15660.026204875418
18,50,True,162763,A,2017-01-31,22704.836567483744
13,22,False,71600,A,2018-08-05,26906.146464206035
22,1,True,84399,A,2019-05-07,14987.106419127633
40,65,False,80376,A,2022-01-25,15745.028093406685
3,66,True,76433,B,2014-05-27,7853.889769048548
21,8,False,182301,B,2015-10-25,13794.3953767174
41,57,True,153825,B,2012-04-08,23802.052525223284
26,69,False,19140,C,2021-02-19,10982.931851117111
8,34,False,100803,C,2014-05-04,5930.63039824718
5,47,True,151146,C,2012-10-29,14981.619920225163
26,51,True,92998,A,2015-09-25,33472.82048807785
26,5,True,180275,A,2012-11-21,19416.94831410927
23,72,False,14968,C,2019-09-01,12711.852869167647
